Date,Open,High,Low,Close,Adj Close,Volume
2018-10-31,58.980000,59.119999,58.209999,58.270000,57.174942,11560400
2018-11-01,58.299999,59.070000,58.070000,58.630001,57.528175,18772400
2018-11-02,61.990002,65.680000,61.900002,64.320000,63.111244,45573000
2018-11-05,63.930000,65.129997,63.820000,64.480003,63.268242,23242600
2018-11-06,64.300003,66.080002,64.250000,66.010002,64.769485,16065400
2018-11-07,66.290001,68.209999,66.040001,68.160004,66.879089,16465000
2018-11-08,67.779999,68.980003,67.629997,68.720001,67.428566,14081700
2018-11-09,68.489998,68.959999,68.080002,68.599998,67.310806,8637200
2018-11-12,68.440002,68.940002,67.800003,67.910004,66.633774,12789600
2018-11-13,67.940002,68.279999,67.099998,67.410004,66.143173,16637000
2018-11-14,67.300003,67.949997,66.730003,67.040001,66.133316,13350500
2018-11-15,66.709999,67.760002,66.360001,67.620003,66.705467,15246500
2018-11-16,67.300003,68.529999,67.089996,68.160004,67.238167,9287900
2018-11-19,68.099998,68.470001,67.230003,67.910004,66.991554,10855400
2018-11-20,67.389999,67.879997,66.760002,67.180000,66.271423,11208900
2018-11-21,67.470001,67.980003,66.750000,66.769997,65.866959,10978100
2018-11-23,66.239998,66.239998,65.260002,65.699997,64.811440,7779800
2018-11-26,65.980003,66.120003,65.209999,65.690002,64.801575,13066800
2018-11-27,65.459999,66.550003,65.309998,66.080002,65.186302,13169100
2018-11-28,66.180000,66.989998,65.480003,66.820000,65.916290,12867600
2018-11-29,66.680000,67.279999,66.120003,66.879997,65.975471,9605500
2018-11-30,66.860001,67.379997,66.650002,66.720001,65.817642,27308900
2018-12-03,67.370003,68.059998,66.660004,67.500000,66.587090,13834300
2018-12-04,67.470001,68.150002,66.449997,66.650002,65.748589,13555100
2018-12-06,66.129997,66.669998,65.589996,66.550003,65.649940,17222200
2018-12-07,66.169998,66.639999,65.199997,65.470001,64.584549,11057500
2018-12-10,65.470001,65.800003,64.449997,65.489998,64.604279,12148300
2018-12-11,66.220001,66.919998,65.519997,65.919998,65.028458,10903100
2018-12-12,66.000000,66.930000,66.000000,66.129997,65.235611,11115800
2018-12-13,66.290001,67.220001,66.129997,66.910004,66.005074,10016200
2018-12-14,64.440002,65.839996,63.580002,65.339996,64.456291,16834000
2018-12-17,65.000000,65.629997,64.080002,64.470001,63.598072,15143100
2018-12-18,64.769997,65.400002,64.550003,64.919998,64.041985,10523500
2018-12-19,65.160004,65.900002,63.680000,64.059998,63.193611,14390100
2018-12-20,63.610001,63.799999,61.450001,62.150002,61.309444,20264600
2018-12-21,62.310001,63.209999,61.380001,61.389999,60.559723,23524900
2018-12-24,61.480000,61.820000,60.419998,60.560001,59.740952,6323300
2018-12-26,60.950001,63.230000,60.669998,63.080002,62.226875,16646200
2018-12-27,62.619999,63.240002,61.619999,63.200001,62.345245,11308100
2018-12-28,63.310001,64.120003,63.169998,63.389999,62.532677,7711900
2018-12-31,63.770000,64.610001,63.660000,64.400002,63.529015,7689800
2019-01-02,63.680000,64.370003,63.209999,64.320000,63.450100,10094000
2019-01-03,63.459999,63.720001,61.400002,61.529999,60.697830,14390100
2019-01-04,62.400002,64.250000,62.080002,63.570000,62.710243,12694400
2019-01-07,63.349998,64.239998,62.740002,63.570000,62.710243,10337600
2019-01-08,63.939999,64.290001,63.049999,63.619999,62.759563,10809700
2019-01-09,63.650002,64.040001,62.950001,63.880001,63.016052,13080300
2019-01-10,63.610001,64.389999,63.240002,64.190002,63.321861,10397600
2019-01-11,62.290001,63.840000,61.669998,63.730000,62.868080,13805700
2019-01-14,63.349998,64.059998,62.980000,63.369999,62.512947,9929600
2019-01-15,63.580002,64.629997,63.450001,64.080002,63.213348,7930400
2019-01-16,64.199997,64.820000,63.750000,63.770000,62.907536,8091300
2019-01-17,63.680000,64.389999,63.599998,64.279999,63.410637,6767100
2019-01-18,64.809998,64.809998,63.860001,64.699997,63.824959,9835200
2019-01-22,64.900002,66.209999,64.750000,65.389999,64.505630,16414300
2019-01-23,65.879997,66.699997,65.809998,66.430000,65.531563,12372400
2019-01-24,66.610001,66.760002,62.930000,64.739998,63.864422,29719800
2019-01-25,67.029999,67.690002,66.099998,67.089996,66.182632,21885800
2019-01-28,66.190002,66.959999,65.910004,66.900002,65.995209,11537700
2019-01-29,67.000000,67.500000,66.199997,67.040001,66.133316,10703400
2019-01-30,67.110001,68.209999,67.050003,68.150002,67.228302,11702500
2019-01-31,68.180000,69.489998,67.080002,68.139999,67.218437,24233300
2019-02-01,68.589996,69.320000,68.000000,68.110001,67.188843,10309200
2019-02-04,68.029999,68.110001,67.080002,67.580002,66.666008,13562400
2019-02-05,67.760002,69.410004,67.639999,69.339996,68.402199,12781600
2019-02-06,69.230003,69.389999,68.500000,68.849998,68.273293,10283400
2019-02-07,68.599998,69.209999,68.480003,69.139999,68.560860,10109200
2019-02-08,68.769997,69.820000,68.599998,69.750000,69.165756,8862000
2019-02-11,70.000000,70.470001,69.849998,69.989998,69.403740,9229700
2019-02-12,70.239998,70.459999,69.709999,69.750000,69.165756,8848900
2019-02-13,69.809998,70.599998,69.800003,70.510002,69.919388,10264000
2019-02-14,70.129997,71.540001,69.970001,70.839996,70.246628,9441100
2019-02-15,71.150002,71.370003,70.190002,70.709999,70.117714,13924600
2019-02-19,70.459999,70.599998,69.779999,70.199997,69.611984,9208400
2019-02-20,70.230003,70.599998,70.050003,70.389999,69.800392,9671800
2019-02-21,70.139999,70.930000,70.139999,70.699997,70.107796,10933500
2019-02-22,70.760002,71.389999,70.750000,71.300003,70.702774,11311600
2019-02-25,71.900002,72.070000,70.980003,71.050003,70.454865,12071200
2019-02-26,71.000000,71.449997,70.919998,71.139999,70.544113,12302300
2019-02-27,70.830002,71.129997,69.919998,70.150002,69.562408,13274800
2019-02-28,70.139999,70.489998,69.779999,70.260002,69.671486,18956700
2019-03-01,70.629997,71.110001,70.449997,70.849998,70.256538,8067700
2019-03-04,70.989998,71.349998,70.370003,70.949997,70.355698,9219700
2019-03-05,71.190002,71.889999,71.059998,71.580002,70.980431,10496100
2019-03-06,71.809998,72.180000,71.160004,71.269997,70.673019,7666100
2019-03-07,71.199997,71.360001,70.459999,70.610001,70.018555,7814700
2019-03-08,70.150002,70.269997,69.029999,69.360001,68.779022,12363900
2019-03-11,69.379997,70.010002,69.139999,69.680000,69.096344,11518300
2019-03-12,69.739998,70.580002,69.690002,70.050003,69.463249,12751700
2019-03-13,70.089996,70.900002,69.980003,70.099998,69.512817,13798600
2019-03-14,70.190002,70.889999,70.190002,70.739998,70.147461,9249200
2019-03-15,70.800003,71.209999,70.540001,70.669998,70.078041,13096900
2019-03-18,70.779999,71.120003,70.440002,70.839996,70.246628,5682400
2019-03-19,70.949997,71.699997,70.870003,71.379997,70.782104,7810700
2019-03-20,71.800003,72.400002,71.339996,71.629997,71.029999,9512400
2019-03-21,71.320000,72.440002,71.320000,72.260002,71.654732,8044400
2019-03-22,72.050003,72.410004,71.690002,71.959999,71.357246,8022800
2019-03-25,72.000000,72.480003,71.730003,72.300003,71.694397,6453800
2019-03-26,72.720001,73.190002,72.330002,72.959999,72.348862,7624000
2019-03-27,72.940002,73.260002,72.620003,72.739998,72.130714,7662700
2019-03-28,72.970001,73.980003,72.889999,73.959999,73.340492,6709600
2019-03-29,74.010002,74.480003,73.529999,74.339996,73.717300,9099500
2019-04-01,74.760002,74.930000,73.730003,73.959999,73.340492,8108400
2019-04-02,74.010002,74.449997,73.839996,74.269997,73.647896,5520900
2019-04-03,74.559998,74.779999,73.870003,74.330002,73.707390,6755600
2019-04-04,74.500000,74.669998,73.980003,74.349998,73.727219,5449800
2019-04-05,74.349998,75.080002,74.349998,75.029999,74.401527,5346200
2019-04-08,74.470001,75.300003,74.470001,75.199997,74.570107,5140400
2019-04-09,74.870003,75.230003,74.800003,75.120003,74.490776,4905800
2019-04-10,75.209999,75.820000,75.209999,75.480003,74.847763,6066300
2019-04-11,75.750000,76.070000,75.650002,75.870003,75.234497,6042600
2019-04-12,76.099998,76.949997,76.070000,76.650002,76.007957,5194800
2019-04-15,76.669998,76.699997,76.080002,76.160004,75.522072,7632200
2019-04-16,76.480003,76.559998,75.360001,75.699997,75.065910,8336600
2019-04-17,75.610001,75.959999,74.800003,75.120003,74.490776,9439000
2019-04-18,75.480003,76.260002,75.209999,76.059998,75.422897,6607800
2019-04-22,75.709999,76.059998,75.209999,75.400002,74.768433,4883100
2019-04-23,75.480003,76.059998,75.410004,75.989998,75.353485,5273900
2019-04-24,76.050003,76.879997,75.910004,76.389999,75.750137,9347300
2019-04-25,76.110001,77.230003,75.949997,77.110001,76.464111,11084500
2019-04-26,76.949997,77.519997,75.059998,77.449997,76.801254,12550500
2019-04-29,77.300003,77.669998,76.589996,76.910004,76.265785,5426800
2019-04-30,77.000000,77.790001,76.690002,77.680000,77.029335,7384400
2019-05-01,77.669998,78.150002,77.370003,77.519997,76.870667,6678000
2019-05-02,77.660004,77.760002,76.750000,77.470001,76.821091,6247500
2019-05-03,77.589996,78.400002,77.339996,78.050003,77.396240,4967900
2019-05-06,77.199997,78.080002,77.019997,78.059998,77.406151,5607500
2019-05-07,77.570000,78.739998,77.419998,77.959999,77.306984,8115800
2019-05-08,77.580002,78.639999,77.120003,78.050003,77.755287,7799900
2019-05-09,77.580002,78.230003,77.349998,77.900002,77.605858,7326600
2019-05-10,77.629997,78.800003,77.160004,78.419998,78.123886,6448600
2019-05-13,77.250000,77.779999,76.080002,76.680000,76.390457,9778500
2019-05-14,76.750000,77.739998,76.680000,77.059998,76.769020,6870900
2019-05-15,76.690002,77.940002,76.529999,77.760002,77.466385,5415500
2019-05-16,77.660004,79.239998,77.570000,78.900002,78.602081,6941800
2019-05-17,78.519997,79.650002,78.370003,78.910004,78.612045,7379900
2019-05-20,78.300003,78.419998,76.570000,76.660004,76.370537,11475000
2019-05-21,77.050003,77.849998,76.750000,77.529999,77.237251,5808500
2019-05-22,77.199997,77.720001,76.910004,77.250000,76.958305,5602300
2019-05-23,76.879997,76.940002,75.690002,76.410004,76.121483,9213200
2019-05-24,76.830002,77.059998,75.970001,76.150002,75.862465,5627600
2019-05-28,76.360001,76.680000,75.320000,75.699997,75.414154,16205200
2019-05-29,75.330002,75.489998,74.330002,75.279999,74.995743,10511600
2019-05-30,75.650002,76.430000,75.629997,76.169998,75.882385,7178400
2019-05-31,75.599998,76.320000,75.379997,76.059998,75.772797,7625700
2019-06-03,76.120003,76.529999,75.650002,76.220001,75.932198,8122200
2019-06-04,76.769997,78.760002,76.660004,78.519997,78.223511,11685000
2019-06-05,78.790001,79.970001,78.660004,79.959999,79.658073,7437100
2019-06-06,80.029999,81.629997,79.900002,81.400002,81.092636,10457200
2019-06-07,81.599998,83.330002,81.510002,82.480003,82.168564,11278800
2019-06-10,82.849998,82.860001,81.379997,81.930000,81.620636,8102800
2019-06-11,82.300003,82.860001,81.849998,82.370003,82.058975,6226400
2019-06-12,82.589996,83.669998,82.320000,82.930000,82.616859,6088800
2019-06-13,83.330002,84.050003,83.019997,83.349998,83.035271,7156800
2019-06-14,83.540001,84.610001,83.389999,84.239998,83.921913,9226500
2019-06-17,84.650002,84.690002,82.889999,83.019997,82.706520,9313700
2019-06-18,83.550003,84.110001,82.889999,82.919998,82.606895,10582600
2019-06-19,83.080002,83.919998,82.080002,83.809998,83.493538,5401400
2019-06-20,84.410004,84.830002,83.830002,84.690002,84.370216,5215800
2019-06-21,84.430000,84.769997,83.809998,83.820000,83.503502,12610000
2019-06-24,84.080002,84.559998,83.610001,83.650002,83.334145,6692500
2019-06-25,84.199997,85.199997,83.959999,84.250000,83.931877,7312300
2019-06-26,84.300003,84.300003,83.180000,83.379997,83.065155,7576400
2019-06-27,83.550003,83.889999,83.209999,83.559998,83.244476,6084200
2019-06-28,83.559998,83.959999,83.320000,83.830002,83.513466,6735300
2019-07-01,84.620003,84.959999,84.029999,84.550003,84.230743,7935100
2019-07-02,84.739998,85.589996,84.519997,85.510002,85.187119,6205800
2019-07-03,86.040001,87.820000,85.980003,87.790001,87.458511,7818600
2019-07-05,87.500000,87.889999,86.879997,87.790001,87.458511,5733100
2019-07-08,87.599998,87.949997,87.180000,87.440002,87.109833,6359500
2019-07-09,87.290001,87.650002,86.889999,87.230003,86.900627,5355400
2019-07-10,87.419998,88.540001,87.419998,88.379997,88.046280,5293000
2019-07-11,88.660004,89.290001,88.269997,89.070000,88.733673,6191400
2019-07-12,89.279999,89.820000,88.849998,89.769997,89.431030,5628000
2019-07-15,89.870003,90.339996,89.660004,90.160004,89.819565,6061300
2019-07-16,90.220001,90.480003,89.589996,90.080002,89.739861,5591900
2019-07-17,90.080002,90.379997,89.730003,90.250000,89.909218,4635900
2019-07-18,90.330002,91.540001,89.949997,91.500000,91.154503,6471400
2019-07-19,91.410004,91.610001,90.230003,90.300003,89.959038,10804800
2019-07-22,90.519997,91.180000,90.050003,90.919998,90.576691,5636600
2019-07-23,91.250000,91.360001,89.169998,90.110001,89.769753,7609200
2019-07-24,89.900002,90.750000,89.680000,90.650002,90.307709,5388100
2019-07-25,91.489998,91.550003,90.470001,90.980003,90.636467,8106300
2019-07-26,96.400002,99.720001,95.209999,99.110001,98.735764,20846500
2019-07-29,98.050003,98.940002,97.209999,98.019997,97.649879,11184500
2019-07-30,97.500000,98.279999,96.519997,96.650002,96.285057,7248300
2019-07-31,96.650002,96.650002,93.500000,94.690002,94.332458,9912100
2019-08-01,95.000000,97.580002,94.580002,95.379997,95.019844,8342300
2019-08-02,95.000000,96.040001,94.800003,95.510002,95.149361,6381700
2019-08-05,94.510002,95.519997,93.029999,93.699997,93.346191,8917400
2019-08-06,94.309998,95.709999,93.800003,95.339996,94.979996,7438000
2019-08-07,94.599998,95.699997,94.169998,95.220001,95.220001,6414000
2019-08-08,95.230003,96.410004,94.440002,96.269997,96.269997,7423600
2019-08-09,96.150002,96.839996,95.419998,96.300003,96.300003,5209200
2019-08-12,95.779999,96.019997,94.300003,94.910004,94.910004,5513800
2019-08-13,94.519997,96.669998,94.209999,96.629997,96.629997,8915600
2019-08-14,95.910004,97.019997,94.870003,94.919998,94.919998,9989500
2019-08-15,95.500000,96.269997,94.610001,95.529999,95.529999,5559400
2019-08-16,96.290001,96.830002,95.849998,96.519997,96.519997,4852200
2019-08-19,97.230003,97.410004,96.220001,96.660004,96.660004,5324900
2019-08-20,96.349998,97.120003,95.589996,95.629997,95.629997,6809100
2019-08-21,96.269997,96.650002,95.730003,96.320000,96.320000,4740500
2019-08-22,96.589996,96.849998,95.699997,96.489998,96.489998,5146200
2019-08-23,96.410004,97.099998,94.389999,94.699997,94.699997,8076600
2019-08-26,95.379997,96.500000,95.000000,96.500000,96.500000,5802600
2019-08-27,96.699997,97.099998,96.029999,96.089996,96.089996,6539800
2019-08-28,96.230003,97.209999,96.000000,97.070000,97.070000,4948800
2019-08-29,97.849998,98.070000,97.059998,97.699997,97.699997,4514300
2019-08-30,98.139999,98.139999,96.110001,96.559998,96.559998,5209500
2019-09-03,96.419998,97.209999,96.050003,96.769997,96.769997,5150700
2019-09-04,94.480003,96.330002,93.029999,96.110001,96.110001,12937000
2019-09-05,96.540001,96.959999,95.169998,95.559998,95.559998,5514400
2019-09-06,95.750000,96.339996,95.510002,95.739998,95.739998,3991800
2019-09-09,95.800003,95.930000,93.739998,94.160004,94.160004,6523300
2019-09-10,93.809998,93.879997,89.300003,90.349998,90.349998,12488700
